Country_Head_1,Country_Head_2,Country_Head_3,Country_Head_4,Code,Done
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Carytaena, Barony of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Damala, Lordship of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,Frankish Greece,FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,Latin Empire of Constantinople,FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Negroponte, Triarchy of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Rhodes, Order of the knights of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Salona, County of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Frankish Greece,"Thessalonica, Kingdom of",FRG,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,"Caffa, City of",GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,"Chios, Lordship of",GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,Genoese colonies,GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,"Lesbos, Lordship of",GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,"Moncastro, City of",GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Genoese colonies,"Phocaea, Lordship of",GEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Beirut, Lordship of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Damietta, City of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Jaffa and Ascalon, County of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Jerusalem, Kingdom of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Sidon, Lordship of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,"Jerusalem, Kingdom of","Tyre, Lordship of",JEU,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Venetian colonies,"Archipelago, Duchy of the",VEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Venetian colonies,"Tinos and Mykonos, Lordship of",VEC,No
Crusader and Christian states in the Eastern Mediterranean,Crusader and Christian states in the Eastern Mediterranean,Venetian colonies,Venetian colonies,VEC,No
Cuba,Cuba,Cuba,Cuba,CUB,No
Cyprus,Cyprus,Cyprus,Cyprus,CYP,No
Czech Republic,Czech Republic,Czech Republic,Bohemia and Moravia,CZE,No
Czech Republic,Czech Republic,Czech Republic,Czech Republic,CZE,No
Czech Republic,Czech Republic,Czech Republic,Czechoslovakia,CZE,No
Danish West Indies,Danish West Indies,Danish West Indies,Danish West Indies,DAN,No
Denmark,Denmark,Denmark,Danish West Indies,DEN,No
Denmark,Denmark,Denmark,Denmark,DEN,No
Denmark,Denmark,Denmark,Faroe Islands,DEN,No
Denmark,Denmark,Denmark,Greenland,DEN,No
Denmark,Denmark,Denmark,"Roskilde, Bishopric of",DEN,No
Denmark,Denmark,Denmark,"Schleswig and Holstein, Duchies of ",DEN,No
Djibouti,Djibouti,Djibouti,Djibouti,DJI,No
Djibouti,Djibouti,Djibouti,French Afars and Issas,DJI,No
Djibouti,Djibouti,Djibouti,French Somaliland,DJI,No
Dominica,Dominica,Dominica,Dominica,DOM,No
Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,DOR,No
East Africa,East Africa,East Africa,East Africa,EAA,No
Eastern Caribbean States,Eastern Caribbean States,Eastern Caribbean States,Eastern Caribbean States,ECS,No
Ecuador,Ecuador,Ecuador,Ecuador,ECU,No
Egypt,Egypt,Egypt,Egypt,EGY,No
El Salvador,El Salvador,El Salvador,El Salvador,EL ,No
Equatorial African states,Equatorial African states,Equatorial African states,Equatorial African states,EAS,No
Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,Equatorial Guinea,EQU,No
Eritrea,Eritrea,Eritrea,Eritrea,ERI,No
Eritrea,Eritrea,Eritrea,Italian Eritrea,ERI,No
Estonia,Estonia,Estonia,Estonia,EST,No
Estonia,Estonia,"Estonia, Danish","Estonia, Danish",ESD,No
Estonia,Estonia,"Estonia, Danish","Estonia, Danish",ESD,No
Estonia,Estonia,"Estonia, Danish","Ösel-Wiek, Bishopric of",ESD,No
Estonia,Estonia,"Estonia, Swedish","Estonia, Swedish",ESW,No
Estonia,Estonia,"Estonia, Swedish","Narva, City of",ESW,No
Estonia,Estonia,"Estonia, Swedish","Reval, City of",ESW,No
Eswatini,Eswatini,Eswatini,Eswatini,ESA,No
Ethiopia,Ethiopia,Ethiopia,Ethiopia,ETH,No
Ethiopia,Ethiopia,Ethiopia,"Harar, Emirate of",ETH,No
Eurozone,Eurozone,Eurozone,Eurozone,EUR,No
Falkland Islands,Falkland Islands,Falkland Islands,Falkland Islands,FAL,No
Fiji,Fiji,Fiji,Fiji,FIJ,YES
Finland,Finland,Finland,Finland,FIN,No
France,France,France,France,FRA,No
France,France,France,French colonies,FRA,No
France,France,France,French Equatorial Africa,FRA,No
France,France,France,French Guiana,FRA,No
France,France,France,French Indochina,FRA,No
France,France,France,French notgeld,FRA,No
France,France,France,French Pacific Territories,FRA,No
France,France,France,French Polynesia,FRA,No
France,France,France,French Southern and Antarctic Lands,FRA,No
France,France,France,French Treasure banknotes,FRA,No
France,France,France,French West Africa,FRA,No
France,France,France,French West Indies,FRA,No
France,France,France,Guadeloupe,FRA,No
France,France,France,Martinique,FRA,No
France,France,France,Réunion,FRA,No
France,France,France,Saint-Pierre and Miquelon,FRA,No
France,France,France - Feudal,"Albi, Viscounty of",FRF,No
France,France,France - Feudal,"Amiens, County of",FRF,No
France,France,France - Feudal,"Anduze and Sauve, Lordship of",FRF,No
France,France,France - Feudal,"Angoulême, County of",FRF,No
France,France,France - Feudal,"Anjou, County of",FRF,No
France,France,France - Feudal,"Aquitaine, Duchy of",FRF,No
France,France,France - Feudal,"Arches-Charleville, Principality of",FRF,No
France,France,France - Feudal,"Arles, Archbishopric of",FRF,No
France,France,France - Feudal,"Arleux, Lordship of",FRF,No
France,France,France - Feudal,"Artois, County of",FRF,No
France,France,France - Feudal,"Auvergne, County of",FRF,No
France,France,France - Feudal,"Auxerre, County of",FRF,No
France,France,France - Feudal,"Bar, County and Duchy of",FRF,No
France,France,France - Feudal,"Béarn, Lordship of",FRF,No
France,France,France - Feudal,"Beaumont, Lordship of",FRF,No
France,France,France - Feudal,"Beauvais, Bishopric of",FRF,No
France,France,France - Feudal,"Bergerac, Lordship of",FRF,No
France,France,France - Feudal,"Besançon, Archbishopric of",FRF,No
France,France,France - Feudal,"Besançon, Free imperial city of",FRF,No
France,France,France - Feudal,"Béziers, Viscounty of",FRF,No
France,France,France - Feudal,"Blois, County of",FRF,No
France,France,France - Feudal,"Boisbelle-Henrichemont, Principality of",FRF,No
France,France,France - Feudal,"Bordeaux, County of",FRF,No
France,France,France - Feudal,"Bouillon, Duchy of and Lordship of Sedan",FRF,No
France,France,France - Feudal,"Boulogne, County of",FRF,No
France,France,France - Feudal,"Bourbon, Lordship of",FRF,No
France,France,France - Feudal,"Bourges, Viscounty of",FRF,No
France,France,France - Feudal,"Brittany, Duchy of",FRF,No
France,France,France - Feudal,"Brosse, Viscounty of",FRF,No
France,France,France - Feudal,"Burgundy, County of",FRF,No
France,France,France - Feudal,"Burgundy, Duchy of",FRF,No
France,France,France - Feudal,"Cahors, Bishopric and City of",FRF,No
France,France,France - Feudal,"Cambrai, Bishopric of",FRF,No
France,France,France - Feudal,"Carcassonne, County and Viscounty of",FRF,No
France,France,France - Feudal,"Châlons, Bishopric of",FRF,No
France,France,France - Feudal,"Champagne and Brie, County of",FRF,No
France,France,France - Feudal,"Charenton, Lordship of",FRF,No
France,France,France - Feudal,"Chartres, County of",FRF,No
France,France,France - Feudal,"Châteaudun, Viscounty of",FRF,No
France,France,France - Feudal,"Châteaumeillant, Lordship of",FRF,No
France,France,France - Feudal,"Château-Regnault, Principality of",FRF,No
France,France,France - Feudal,"Chiny, County of",FRF,No
France,France,France - Feudal,"Clermont, Bishopric of",FRF,No
France,France,France - Feudal,"Cluny, Abbey of",FRF,No
France,France,France - Feudal,"Colmar, City of",FRF,No
France,France,France - Feudal,Comtat Venaissin,FRF,No
France,France,France - Feudal,"Corbie, Abbey of",FRF,No
France,France,France - Feudal,"Cornouaille, County of",FRF,No
France,France,France - Feudal,"Coucy, Lordship of",FRF,No
France,France,France - Feudal,"Crèvecoeur, Lordship of",FRF,No
France,France,France - Feudal,"Déols, Lordship of",FRF,No
France,France,France - Feudal,"Dombes, Principality of",FRF,No
France,France,France - Feudal,"Dreux, County of",FRF,No
France,France,France - Feudal,"Elincourt, Lordship of",FRF,No
France,France,France - Feudal,"Embrun, Bishopric of",FRF,No
France,France,France - Feudal,"Embrun, County of",FRF,No
France,France,France - Feudal,"Evreux, County of",FRF,No
France,France,France - Feudal,"Fauquembergues, Lordship of",FRF,No
France,France,France - Feudal,"Fezensac ,County of",FRF,No
France,France,France - Feudal,"Florennes, Lordship of",FRF,No
France,France,France - Feudal,"Forcalquier, County of",FRF,No
France,France,France - Feudal,France - Feudal,FRF,No
France,France,France - Feudal,"Gap, Bishopric of",FRF,No
France,France,France - Feudal,"Gien, County of",FRF,No
France,France,France - Feudal,"Grenoble, Bishopric of",FRF,No
France,France,France - Feudal,"Hagenau, City of",FRF,No
France,France,France - Feudal,"Huriel, Lordship of",FRF,No
France,France,France - Feudal,"Issoudun, Lordship of",FRF,No
France,France,France - Feudal,"Jametz, Lordship of",FRF,No
France,France,France - Feudal,"La Marche, County of",FRF,No
France,France,France - Feudal,"Langres, Bishopric of",FRF,No
France,France,France - Feudal,"Laon, Bishopric of",FRF,No
France,France,France - Feudal,"Ligny, County of",FRF,No
France,France,France - Feudal,"Lille, City of",FRF,No
France,France,France - Feudal,"Limoges, Viscounty of",FRF,No
France,France,France - Feudal,"Lons-le-Saunier, City of",FRF,No
France,France,France - Feudal,"Lorraine, Duchy of",FRF,No
France,France,France - Feudal,"Lyon, Archbishopric of",FRF,No
France,France,France - Feudal,"Lyon, County of",FRF,No
France,France,France - Feudal,"Maine, County of",FRF,No
France,France,France - Feudal,"Mauléon, Lordship of",FRF,No
France,France,France - Feudal,"Meaux, Bishopric of",FRF,No
France,France,France - Feudal,"Mehun-sur-Yèvre, Lordship of",FRF,No
France,France,France - Feudal,"Melgueil, County of",FRF,No
France,France,France - Feudal,"Mende, Bishopric of",FRF,No
France,France,France - Feudal,"Metz, Bishopric of",FRF,No
France,France,France - Feudal,"Metz, City of",FRF,No
France,France,France - Feudal,"Montélimar, Lordship of",FRF,No
France,France,France - Feudal,"Montluçon, Lordship of",FRF,No
France,France,France - Feudal,"Montpellier, Lordship of",FRF,No
France,France,France - Feudal,"Mulhouse, Free imperial city of",FRF,No
France,France,France - Feudal,"Narbonne, Viscounty of",FRF,No
France,France,France - Feudal,"Navarre of Feudal France, Kingdom of",FRF,No
France,France,France - Feudal,"Neufchateau, Lordship of",FRF,No
France,France,France - Feudal,"Nevers, County of",FRF,No
France,France,France - Feudal,"Nogent-le-Roi, Lordship of",FRF,No
France,France,France - Feudal,"Normandy, Duchy of",FRF,No
France,France,France - Feudal,"Noyon, Bishopric of",FRF,No
France,France,France - Feudal,"Orange, Principality of",FRF,No
France,France,France - Feudal,"Orléans, Viscounty of",FRF,No
France,France,France - Feudal,"Paris, County of",FRF,No
France,France,France - Feudal,"Penthièvre, County of",FRF,No
France,France,France - Feudal,"Perche, County of",FRF,No
France,France,France - Feudal,"Périgord, County of",FRF,No
France,France,France - Feudal,"Phalsbourg and Lixheim, Principality of",FRF,No
France,France,France - Feudal,"Poitou, County of",FRF,No
France,France,France - Feudal,"Ponthieu, County of",FRF,No
France,France,France - Feudal,"Provence, County of",FRF,No
France,France,France - Feudal,"Provence, Marquisate of",FRF,No
France,France,France - Feudal,"Puy, Bishopric of",FRF,No
France,France,France - Feudal,"Reims, Archbishopric of",FRF,No
France,France,France - Feudal,"Riom, County of",FRF,No
France,France,France - Feudal,"Rodez, County of",FRF,No
France,France,France - Feudal,"Romorantin, County of",FRF,No
France,France,France - Feudal,"Roquefeuil, Lordship of",FRF,No
France,France,France - Feudal,"Roussillon, County of",FRF,No
France,France,France - Feudal,"Saint Benignus of Dijon, Abbey of",FRF,No
France,France,France - Feudal,"Saint Goeric (Epinal), Abbey of",FRF,No
France,France,France - Feudal,"Saint Martial, Abbey of",FRF,No
France,France,France - Feudal,"Saint-Aignan, Lordship of",FRF,No
France,France,France - Feudal,"Saint-Bertin, Abbey of",FRF,No
France,France,France - Feudal,"Saintes, County of",FRF,No
France,France,France - Feudal,"Saint-Gilles, County of",FRF,No
France,France,France - Feudal,"Saint-Martin de Tours, Abbey of",FRF,No
France,France,France - Feudal,"Saint-Médard-de-Soissons, Abbey of",FRF,No
France,France,France - Feudal,"Saint-Ouen de Rouen, Abbey of",FRF,No
France,France,France - Feudal,"Saint-Paul-Trois-Chateaux, Bishopric of",FRF,No
France,France,France - Feudal,"Sancerre, County of",FRF,No
France,France,France - Feudal,Savoy (Feudal France),FRF,No
France,France,France - Feudal,"Scodingue, County of",FRF,No
France,France,France - Feudal,"Sedan, Principality of",FRF,No
France,France,France - Feudal,"Senlis, County of",FRF,No
France,France,France - Feudal,"Sens, County of",FRF,No
France,France,France - Feudal,"Serain, Lordship of",FRF,No
France,France,France - Feudal,"Soissons, Bishopric of",FRF,No
France,France,France - Feudal,"Soissons, County of",FRF,No
France,France,France - Feudal,"Souvigny, Priory of",FRF,No
France,France,France - Feudal,"Thann, City of",FRF,No
France,France,France - Feudal,"Tonnerre, County of",FRF,No
France,France,France - Feudal,"Toul, Bishopric of",FRF,No
France,France,France - Feudal,"Toulouse, County of",FRF,No
France,France,France - Feudal,"Tournai, Bishopric of",FRF,No
France,France,France - Feudal,"Tournus, Abbey of",FRF,No
France,France,France - Feudal,"Turenne, Viscounty of",FRF,No
France,France,France - Feudal,"Valence and Die, Bishoprics of",FRF,No
France,France,France - Feudal,"Valence and Die, County of",FRF,No
France,France,France - Feudal,"Vaudemont, County of",FRF,No
France,France,France - Feudal,"Vauvillers, Lordship of",FRF,No
France,France,France - Feudal,"Vendôme, County of",FRF,No
France,France,France - Feudal,"Verdun, Bishopric of",FRF,No
France,France,France - Feudal,"Vermandois, County of",FRF,No
France,France,France - Feudal,"Vienne (Dauphiné), County of",FRF,No
France,France,France - Feudal,"Vienne (France Feudal), Archbishopric of",FRF,No
France,France,France - Feudal,"Vierzon, Lordship of",FRF,No
France,France,France - Feudal,"Viviers, Bishopric of",FRF,No
France,French notgeld,"Ain, Department of","Ain, Department of",AIN,No
France,French notgeld,"Ain, Department of","Gex, Commune of",AIN,No
France,French notgeld,"Ain, Department of","Oyonnax and Bellegarde, Communes of",AIN,No
France,French notgeld,"Aisne, Department of","Aisne, Department of",AIS,No
France,French notgeld,"Aisne, Department of","Guise, Commune of",AIS,No
France,French notgeld,"Aisne, Department of","Hirson, Commune of",AIS,No
France,French notgeld,"Aisne, Department of","La Capelle, Commune of",AIS,No
France,French notgeld,"Aisne, Department of","Le Nouvion-en-Thiérache, Commune of",AIS,No
France,French notgeld,"Aisne, Department of","Saint-Quentin and Guise, Communes of",AIS,No
France,French notgeld,"Aisne, Department of","Saint-Quentin, Commune of",AIS,No
France,French notgeld,"Aisne, Department of","Vervins, Commune of",AIS,No
France,French notgeld,"Alpes Maritimes, Department of","Alpes Maritimes, Department of",ALP,No
France,French notgeld,"Alpes Maritimes, Department of","Grasse, Commune of",ALP,No
France,French notgeld,"Alpes Maritimes, Department of","Nice, Commune of",ALP,No
France,French notgeld,"Ardeche, Department of","Annonay, Commune of",ARD,No
France,French notgeld,"Ardeche, Department of","Ardeche, Department of",ARD,No
France,French notgeld,"Ardennes, Department of","Ardennes, Department of",ANN,No
France,French notgeld,"Ardennes, Department of","Charleville and Sedan, Communes of",ANN,No
