Country_Head_1,Country_Head_2,Country_Head_3,Country_Head_4,Code,Done
Germany,German states,German states,"Löwenstein-Wertheim, Joint coinage of",GRS,No
Germany,German states,German states,"Löwenstein-Wertheim-Rochefort, County of",GRS,No
Germany,German states,German states,"Löwenstein-Wertheim-Rochefort, Principality of",GRS,No
Germany,German states,German states,"Löwenstein-Wertheim-Virneburg, County of",GRS,No
Germany,German states,German states,"Lower Lusatia, Margravate of",GRS,No
Germany,German states,German states,"Lübeck, Bishopric of",GRS,No
Germany,German states,German states,"Lübeck, Free Hanseatic city of",GRS,No
Germany,German states,German states,"Lübeck, Free Hanseatic city of",GRS,No
Germany,German states,German states,"Lüneburg, City of",GRS,No
Germany,German states,German states,"Magdeburg, Archbishopric of",GRS,No
Germany,German states,German states,"Magdeburg, City of",GRS,No
Germany,German states,German states,"Magdeburg, Royal mint of",GRS,No
Germany,German states,German states,"Mainz, Archbishopric of",GRS,No
Germany,German states,German states,"Mainz, City under siege of",GRS,No
Germany,German states,German states,"Mansfeld, County of",GRS,No
Germany,German states,German states,"Mansfeld-Artern, County of",GRS,No
Germany,German states,German states,"Mansfeld-Bornstedt, County of",GRS,No
Germany,German states,German states,"Mansfeld-Eisleben, County of",GRS,No
Germany,German states,German states,"Mansfeld-Friedeburg, County of",GRS,No
Germany,German states,German states,"Mansfeld-Hinterortische, County of",GRS,No
Germany,German states,German states,"Mansfeld-Schraplau, County of",GRS,No
Germany,German states,German states,"Mansfeld-Vorderortische, County of",GRS,No
Germany,German states,German states,"Mark, County of",GRS,No
Germany,German states,German states,"Markdorf, Lordship of",GRS,No
Germany,German states,German states,"Marsberg, City of",GRS,No
Germany,German states,German states,"Mecklenburg, Principality of",GRS,No
Germany,German states,German states,"Mecklenburg-Güstrow, Duchy of",GRS,No
Germany,German states,German states,"Mecklenburg-Schwerin, Duchy of",GRS,No
Germany,German states,German states,"Mecklenburg-Schwerin, Grand duchy of",GRS,No
Germany,German states,German states,"Mecklenburg-Strelitz, Duchy of",GRS,No
Germany,German states,German states,"Mecklenburg-Strelitz, Grand Duchy of",GRS,No
Germany,German states,German states,"Meissen, Margravate of",GRS,No
Germany,German states,German states,"Memmingen, City of",GRS,No
Germany,German states,German states,"Minden, Bishopric of",GRS,No
Germany,German states,German states,"Minden, City of",GRS,No
Germany,German states,German states,"Moers, County of",GRS,No
Germany,German states,German states,"Montfort, County of",GRS,No
Germany,German states,German states,"Mühlhausen, Free imperial city of",GRS,No
Germany,German states,German states,"Münster, Bishopric of",GRS,No
Germany,German states,German states,"Münster, Cathedral chapter mint of",GRS,No
Germany,German states,German states,"Münster, City of",GRS,No
Germany,German states,German states,"Münzenberg, County of",GRS,No
Germany,German states,German states,"Murbach and Lüders, Imperial abbeys of",GRS,No
Germany,German states,German states,"Nassau, Duchy of",GRS,No
Germany,German states,German states,"Nassau-Dietz, Principality of",GRS,No
Germany,German states,German states,"Nassau-Dillenburg, Principality of",GRS,No
Germany,German states,German states,"Nassau-Holzappel, Principality of",GRS,No
Germany,German states,German states,"Nassau-Idstein, Principality of",GRS,No
Germany,German states,German states,"Nassau-Siegen, County of",GRS,No
Germany,German states,German states,"Nassau-Usingen, Duchy of",GRS,No
Germany,German states,German states,"Nassau-Weilburg, Duchy of",GRS,No
Germany,German states,German states,"Naumburg, Bishopric of",GRS,No
Germany,German states,German states,"Neubrandenburg, City of",GRS,No
Germany,German states,German states,"Neuruppin, City of",GRS,No
Germany,German states,German states,"Neuss, City of",GRS,No
Germany,German states,German states,"Neuss, City of",GRS,No
Germany,German states,German states,"Nordhausen, City of",GRS,No
Germany,German states,German states,"Nördlingen, City of",GRS,No
Germany,German states,German states,"Northeim, City of",GRS,No
Germany,German states,German states,"Nürnberg, Free imperial city of",GRS,No
Germany,German states,German states,"Nürnberg, Imperial mint of",GRS,No
Germany,German states,German states,"Oldenburg, County of",GRS,No
Germany,German states,German states,"Oldenburg, Duchy of",GRS,No
Germany,German states,German states,"Oldenburg, Grand duchy of",GRS,No
Germany,German states,German states,"Oldenburg-Birkenfeld, Principality of",GRS,No
Germany,German states,German states,"Oldesloe, City of",GRS,No
Germany,German states,German states,"Osnabrück, Bishopric of",GRS,No
Germany,German states,German states,"Osnabrück, City of",GRS,No
Germany,German states,German states,"Osterode, City of",GRS,No
Germany,German states,German states,Öttingen,GRS,No
Germany,German states,German states,Öttingen-Spielberg,GRS,No
Germany,German states,German states,Öttingen-Wallerstein,GRS,No
Germany,German states,German states,"Paderborn, Bishopric of",GRS,No
Germany,German states,German states,"Paderborn, City of",GRS,No
Germany,German states,German states,"Parchim, City of",GRS,No
Germany,German states,German states,"Passau, Bishopric of",GRS,No
Germany,German states,German states,"Pegau, Abbey of",GRS,No
Germany,German states,German states,"Pfalz, Electorate of",GRS,No
Germany,German states,German states,"Pfalz-Birkenfeld-Zweibrücken, Duchy of",GRS,No
Germany,German states,German states,"Pfalz-Mosbach, Dominion of",GRS,No
Germany,German states,German states,"Pfalz-Neuburg, Duchy of",GRS,No
Germany,German states,German states,Pfalz-Oberpfalz,GRS,No
Germany,German states,German states,"Pfalz-Simmern, Duchy of",GRS,No
Germany,German states,German states,"Pfalz-Veldenz, Duchy of",GRS,No
Germany,German states,German states,"Pfalz-Zweibrücken, Duchy of",GRS,No
Germany,German states,German states,"Pfirt, County of",GRS,No
Germany,German states,German states,"Pfullendorf, County of",GRS,No
Germany,German states,German states,"Plauen, Bailiwick of",GRS,No
Germany,German states,German states,"Pomerania, Duchy of",GRS,No
Germany,German states,German states,"Pomerania, Swedish dominion of",GRS,No
Germany,German states,German states,"Pomerania-Stettin, Duchy of",GRS,No
Germany,German states,German states,"Pomerania-Wolgast, Duchy of",GRS,No
Germany,German states,German states,"Prussia, Duchy of",GRS,No
Germany,German states,German states,"Prussia, Kingdom of",GRS,No
Germany,German states,German states,"Prussia, Kingdom of",GRS,No
Germany,German states,German states,"Quedlinburg, Abbey of",GRS,No
Germany,German states,German states,"Querfurt, Burgraviate of",GRS,No
Germany,German states,German states,"Randerath, Lordship of",GRS,No
Germany,German states,German states,"Rantzau, County of",GRS,No
Germany,German states,German states,"Ratzeburg, Bishopric of",GRS,No
Germany,German states,German states,"Ravensberg, County of",GRS,No
Germany,German states,German states,"Ravensburg, Royal and imperial mint of",GRS,No
Germany,German states,German states,"Ravensburg, City of",GRS,No
Germany,German states,German states,"Regensburg, Royal and ducal mint of",GRS,No
Germany,German states,German states,"Regensburg, Bishopric of",GRS,No
Germany,German states,German states,"Regensburg, Free city of",GRS,No
Germany,German states,German states,"Regenstein, County of",GRS,No
Germany,German states,German states,"Reichenau, Abbey of",GRS,No
Germany,German states,German states,"Reuss-Burgk, Lordship of",GRS,No
Germany,German states,German states,Reuss-Ebersdorf,GRS,No
Germany,German states,German states,Reuss-Gera,GRS,No
Germany,German states,German states,Reuss-Gera,GRS,No
Germany,German states,German states,Reuss-Greiz,GRS,No
Germany,German states,German states,Reuss-Lobenstein,GRS,No
Germany,German states,German states,"Reuss-Lobenstein-Ebersdorf, Principality of",GRS,No
Germany,German states,German states,Reuss-Obergreiz,GRS,No
Germany,German states,German states,Reuss-Schleiz,GRS,No
Germany,German states,German states,Reuss-Untergreiz,GRS,No
Germany,German states,German states,"Rheine, City of",GRS,No
Germany,German states,German states,"Rhine, Confederation of the",GRS,No
Germany,German states,German states,"Rietberg, City of",GRS,No
Germany,German states,German states,"Rietberg, County of",GRS,No
Germany,German states,German states,"Rostock, City of",GRS,No
Germany,German states,German states,"Rothenburg ob der Tauber, City of",GRS,No
Germany,German states,German states,"Rottenburg, City of",GRS,No
Germany,German states,German states,"Rottweil, Royal and imperial mint of",GRS,No
Germany,German states,German states,"Rottweil, City of",GRS,No
Germany,German states,German states,"Rügen, Principality of",GRS,No
Germany,German states,German states,"Saint Alban of Mainz, Abbey of",GRS,No
Germany,German states,German states,"Salm-Dhaun, Wildgraviate and Rhingraviate of",GRS,No
Germany,German states,German states,"Salm-Grumbach, Wildgraviate and Rhinegraviate of",GRS,No
Germany,German states,German states,"Salm-Kyrburg, County of",GRS,No
Germany,German states,German states,"Salzwedel, City of",GRS,No
Germany,German states,German states,"Sankt Blasien, Abbey of",GRS,No
Germany,German states,German states,"Saxe-Altenburg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Coburg and Gotha, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Coburg and Gotha, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Coburg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Coburg-Eisenach, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Coburg-Saalfeld, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Eisenach, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Eisenberg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Gotha-Altenburg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Hildburghausen, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Jena, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Lauenburg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Meiningen, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Römhild, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Saalfeld, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Weimar, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Weimar-Eisenach, Grand duchy of",GRS,No
Germany,German states,German states,"Saxe-Weissenfels, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Wittenberg, Duchy of",GRS,No
Germany,German states,German states,"Saxe-Zeitz, Duchy of",GRS,No
Germany,German states,German states,"Saxony (Albertinian Line), Electorate of",GRS,No
Germany,German states,German states,"Saxony (Albertinian Line), Electorate of",GRS,No
Germany,German states,German states,"Saxony (Albertinian Line), Kingdom of",GRS,No
Germany,German states,German states,"Saxony (Albertinian Line), Kingdom of",GRS,No
Germany,German states,German states,"Saxony (Ernestinian Line), Electorate of",GRS,No
Germany,German states,German states,"Saxony, Duchy of",GRS,No
Germany,German states,German states,"Sayn-Altenkirchen, County of",GRS,No
Germany,German states,German states,"Sayn-Hachenburg, County of",GRS,No
Germany,German states,German states,"Sayn-Wittgenstein-Berleburg, County of",GRS,No
Germany,German states,German states,"Sayn-Wittgenstein-Hohenstein, County of",GRS,No
Germany,German states,German states,Sayn-Wittgenstein-Sayn,GRS,No
Germany,German states,German states,"Schauenburg, Lordship of",GRS,No
Germany,German states,German states,"Schaumburg, Hessen-Kassel mint of",GRS,No
Germany,German states,German states,"Schaumburg-Lippe, County of",GRS,No
Germany,German states,German states,"Schaumburg-Lippe, Principality of",GRS,No
Germany,German states,German states,"Schaumburg-Lippe, Principality of",GRS,No
Germany,German states,German states,"Schleswig and Holstein, Danish duchies of",GRS,No
Germany,German states,German states,"Schleswig and Holstein, Danish duchies of",GRS,No
Germany,German states,German states,"Schleswig-Holstein, Provisional government of",GRS,No
Germany,German states,German states,"Schleswig-Holstein-Gottorp, Duchy of",GRS,No
Germany,German states,German states,"Schleswig-Holstein-Norburg-Plön, Duchy of",GRS,No
Germany,German states,German states,"Schleswig-Holstein-Schauenburg, County of",GRS,No
Germany,German states,German states,"Schleswig-Holstein-Sonderburg, Duchy of",GRS,No
Germany,German states,German states,"Schmalkalden, Lordship of",GRS,No
Germany,German states,German states,"Schönau, Imperial barony of",GRS,No
Germany,German states,German states,"Schönforst, Lordship of",GRS,No
Germany,German states,German states,"Schongau, Ducal mint of",GRS,No
Germany,German states,German states,"Schüttorf, County of",GRS,No
Germany,German states,German states,"Schwäbisch Hall, City of",GRS,No
Germany,German states,German states,"Schwarzburg, County of",GRS,No
Germany,German states,German states,"Schwarzburg-Arnstadt and Sondershausen, Joint coinage of",GRS,No
Germany,German states,German states,"Schwarzburg-Rudolstadt, County of",GRS,No
Germany,German states,German states,"Schwarzburg-Rudolstadt, Principality of",GRS,No
Germany,German states,German states,"Schwarzburg-Sondershausen, County of",GRS,No
Germany,German states,German states,"Schwarzburg-Sondershausen, Principality of",GRS,No
Germany,German states,German states,"Schwarzenberg, Principality of",GRS,No
Germany,German states,German states,"Schweinfurt, imperial and royal mint of",GRS,No
Germany,German states,German states,"Schweinfurt, City of",GRS,No
Germany,German states,German states,"Schwerin, Bishopric of",GRS,No
Germany,German states,German states,"Seligenstadt, Abbey of",GRS,No
Germany,German states,German states,"Selz, Abbey of",GRS,No
Germany,German states,German states,"Sigmaringen-Helfenstein, Counts of",GRS,No
Germany,German states,German states,"Sindelfingen, Steward and Bailiff of",GRS,No
Germany,German states,German states,"Soest, City of",GRS,No
Germany,German states,German states,"Solms-Braunfels, County of",GRS,No
Germany,German states,German states,"Solms-Hohensolms, County of",GRS,No
Germany,German states,German states,"Solms-Laubach, County of",GRS,No
Germany,German states,German states,"Solms-Lich, County of",GRS,No
Germany,German states,German states,"Solms-Rödelheim, County of",GRS,No
Germany,German states,German states,"Speyer, Bishopric of",GRS,No
Germany,German states,German states,"Speyer, City of",GRS,No
Germany,German states,German states,"Stade, City of",GRS,No
Germany,German states,German states,"Sternberg, City of",GRS,No
Germany,German states,German states,"Stettin, City of",GRS,No
Germany,German states,German states,"Stolberg, County of",GRS,No
Germany,German states,German states,"Stolberg-Königstein, County of",GRS,No
Germany,German states,German states,"Stolberg-Ortenberg, County of",GRS,No
Germany,German states,German states,"Stolberg-Rossla, County of",GRS,No
Germany,German states,German states,"Stolberg-Stolberg, County of",GRS,No
Germany,German states,German states,"Stolberg-Wernigerode, County of",GRS,No
Germany,German states,German states,"Stralsund, City of",GRS,No
Germany,German states,German states,"Strasbourg, Bishopric of",GRS,No
Germany,German states,German states,"Strasbourg, City of",GRS,No
Germany,German states,German states,"Stuttgart, City of",GRS,No
Germany,German states,German states,"Sulz, County of",GRS,No
Germany,German states,German states,Swabian Circle,GRS,No
Germany,German states,German states,"Telgte, City of",GRS,No
Germany,German states,German states,Teutonic Order,GRS,No
Germany,German states,German states,"Thuringia, Landgraviate of",GRS,No
Germany,German states,German states,"Thurn and Taxis, Principality of",GRS,No
Germany,German states,German states,"Tiengen, Lordship of",GRS,No
Germany,German states,German states,"Todtnau, Habsburg mint of",GRS,No
Germany,German states,German states,"Treptow, City of",GRS,No
Germany,German states,German states,"Trier, Archbishopric of",GRS,No
Germany,German states,German states,"Tübingen, County Palatine of",GRS,No
Germany,German states,German states,"Überlingen, Royal and imperial mint of",GRS,No
Germany,German states,German states,"Überlingen, City of",GRS,No
Germany,German states,German states,"Ulm, Royal and imperial mint of",GRS,No
Germany,German states,German states,"Ulm, City of",GRS,No
Germany,German states,German states,"Unna, City of",GRS,No
Germany,German states,German states,"Upper Lusatia, Margravate of",GRS,No
Germany,German states,German states,"Üsenberg, Lordship of",GRS,No
Germany,German states,German states,"Verden, Bishopric of",GRS,No
Germany,German states,German states,"Villingen, City of",GRS,No
Germany,German states,German states,"Waldeck, County of",GRS,No
Germany,German states,German states,"Waldeck, Principality of",GRS,No
Germany,German states,German states,"Waldeck-Pyrmont, Principality of",GRS,No
Germany,German states,German states,"Waldenburg, Lordship of",GRS,No
Germany,German states,German states,"Wallmoden-Gimborn, County of",GRS,No
Germany,German states,German states,"Warburg, City of",GRS,No
Germany,German states,German states,"Warendorf, City of",GRS,No
Germany,German states,German states,"Weida, Bailiwick of",GRS,No
Germany,German states,German states,"Weingarten, Abbey of",GRS,No
Germany,German states,German states,"Weissenburg, Abbey of",GRS,No
Germany,German states,German states,"Weissenburg, City of",GRS,No
Germany,German states,German states,"Werden and Helmstedt, Abbeys of",GRS,No
Germany,German states,German states,"Werl, City of",GRS,No
Germany,German states,German states,"Werne, City of",GRS,No
Germany,German states,German states,"Wertheim, County of",GRS,No
Germany,German states,German states,"Westphalia, Kingdom of",GRS,No
Germany,German states,German states,"Wiedenbrück, City of",GRS,No
Germany,German states,German states,"Wied-Neuwied, County of",GRS,No
Germany,German states,German states,"Wied-Runkel, County of",GRS,No
Germany,German states,German states,"Wismar, City of",GRS,No
Germany,German states,German states,"Worms, Bishopric of",GRS,No
Germany,German states,German states,"Worms, City of",GRS,No
Germany,German states,German states,"Württemberg, County of",GRS,No
Germany,German states,German states,"Württemberg, Duchy of",GRS,No
Germany,German states,German states,"Württemberg, Electorate of",GRS,No
Germany,German states,German states,"Württemberg, Kingdom of",GRS,No
Germany,German states,German states,"Württemberg, Kingdom of",GRS,No
Germany,German states,German states,"Württemberg-Montbéliard, County of",GRS,No
Germany,German states,German states,"Württemberg-Oels, Duchy and Prussian rule of",GRS,No
Germany,German states,German states,"Württemberg-Weiltingen, Duchy of",GRS,No
Germany,German states,German states,"Würzburg, Bishopric of",GRS,No
Germany,German states,German states,"Würzburg, Grand Duchy of",GRS,No
Germany,German states,German states,"Ziegenhain, County of",GRS,No
Germany,Germany,Germany,German Democratic Republic,DDR,No
Germany,Germany,Germany,German notgeld,GMN,No
Germany,Germany,Germany,German states,GES,No
Germany,Germany,Germany,Germany,GER,No
Germany,Germany,Germany,Germany - 1871-1948,GER,No
Germany,Germany,Germany,"Germany, Federal Republic of",GEW,No
Germany,Germany,Germany,Saar,SAR,No
Ghana,Ghana,Ghana,Ghana,GHA,No
Ghana,Ghana,Ghana,Gold Coast,GHA,No
Gibraltar,Gibraltar,Gibraltar,Gibraltar,GIB,No
Gilbert and Ellice Islands,Gilbert and Ellice Islands,Gilbert and Ellice Islands,Gilbert and Ellice Islands,GIL,No
Greece,Greece,Greece,Crete,GRE,No
Greece,Greece,Greece,Greece,GRE,No
Greece,Greece,Greece,Ionian Islands,GRE,No
Grenada,Grenada,Grenada,Grenada,GRN,No
Guatemala,Guatemala,Guatemala,Guatemala,GUA,No
Guernsey,Guernsey,Guernsey,Alderney,GUE,No
Guernsey,Guernsey,Guernsey,Guernsey,GUE,No
Guinea,Guernsey,Guernsey,Guernsey,GUE,No
Guinea,Guinea,Guinea,Guinea,GUI,No
Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,GUB,No
Guyana,Guyana,Guyana,Demerara and Essequibo,GUY,No
Guyana,Guyana,Guyana,Guyana,GUY,No
Haiti,Haiti,Haiti,Haiti,HAI,No
Honduras,Honduras,Honduras,Honduras,HON,No
Hungary,Hungary,Hungarian states,"Batthyány, Counts of",HUS,No
Hungary,Hungary,Hungarian states,"Buda, City of",HUS,No
Hungary,Hungary,Hungarian states,"Cattaro, Hungarian City of",HUS,No
Hungary,Hungary,Hungarian states,"Esterházy, Counts of",HUS,No
Hungary,Hungary,Hungarian states,"Hermannstadt, City of",HUS,No
Hungary,Hungary,Hungarian states,"Kronstadt, City of",HUS,No
Hungary,Hungary,Hungarian states,"Nagybánya, City of",HUS,No
Hungary,Hungary,Hungarian states,"Selmecbánya, City of",HUS,No
Hungary,Hungary,Hungarian states,"Serbia, Hungarian possession of",HUS,No
Hungary,Hungary,Hungarian states,"Severin, Banate of",HUS,No
Hungary,Hungary,Hungarian states,"Slavonia, Province of",HUS,No
Hungary,Hungary,Hungarian states,"Spalato, City of",HUS,No
Hungary,Hungary,Hungarian states,"Transylvania, Principality of",HUS,No
Hungary,Hungary,Hungarian states,"Zrinsky, Counts of",HUS,No
Hungary,Hungary,Hungary,Hungarian notgeld,HUO,No
Hungary,Hungary,Hungary,Hungarian states,HUN,No
Hungary,Hungary,Hungary,Hungary,HUN,No
Iceland,Iceland,Iceland,Iceland,ICE,No
India,India,Hindu Dynasties,"Carnatic, Nawabdom of the",HIN,No
India,India,Hindu Dynasties,Chalukya dynasty,HIN,No
India,India,Hindu Dynasties,Chola dynasty,HIN,No
India,India,Hindu Dynasties,"Cochin, Kingdom of",HIN,No
India,India,Hindu Dynasties,"Devgarh, Gond Kingdom of",HIN,No
India,India,Hindu Dynasties,Eastern Ganga Dynasty,HIN,No
India,India,Hindu Dynasties,Gurjara dynasty of Bharuch,HIN,No
India,India,Hindu Dynasties,"Hoysala, Empire of",HIN,No
India,India,Hindu Dynasties,Kalachuri dynasty,HIN,No
India,India,Hindu Dynasties,"Kumaon, Kingdom of",HIN,No
India,India,Hindu Dynasties,"Madurai, Kingdom of",HIN,No
India,India,Hindu Dynasties,"Travancore, Kingdom of",HIN,No
India,India,Hindu Dynasties,"Vijayanagara, Empire of",HIN,No
India,India,India,Hindu Dynasties,IND,No
India,India,India,India,IND,No
India,India,India,India - Danish,IND,No
India,India,India,India - Dutch,IND,No
India,India,India,India - French,IND,No
India,India,India,India - Islamic,IND,No
India,India,India,India - Portuguese,IND,No
India,India,India,India - Princely states,IND,No
India,India,India,"India, British",IND,No
India,India,India,Mughal Empire,IND,No
India,India,India,North-Eastern Dynasties,IND,No
India,India,India,Northern Dynasties,IND,No
India,India,India - Islamic,"Ahmadnagar, Sultanate of",IIS,No
India,India,India - Islamic,"Bahmani, Sultanate of",IIS,No
India,India,India - Islamic,"Bengal, Sultanate of",IIS,No
India,India,India - Islamic,"Bijapur, Sultanate of",IIS,No
India,India,India - Islamic,"Cannanore, Kingdom of",IIS,No
India,India,India - Islamic,"Delhi, Sultanate of",IIS,No
India,India,India - Islamic,"Golkonda, Sultanate of",IIS,No
India,India,India - Islamic,"Gujarat, Sultanate of",IIS,No
India,India,India - Islamic,"Kalat, Khanate of",IIS,No
India,India,India - Islamic,Kashmir Sultanate,IIS,No
India,India,India - Islamic,"Khandesh, Sultanate of",IIS,No
India,India,India - Islamic,"Madurai, Sultanate of",IIS,No
India,India,India - Islamic,"Malwa, Sultanate of",IIS,No
India,India,India - Islamic,"Sindh, Sultanate of",IIS,No
India,India,India - Princely states,"Alwar, Princely state of",INP,No
India,India,India - Princely states,"Ambliara, Princely state of",INP,No
India,India,India - Princely states,"Awadh, Princely state of",INP,No
India,India,India - Princely states,"Bahawalpur, Princely state of",INP,No
India,India,India - Princely states,"Bajranggarh, Princely state of",INP,No
India,India,India - Princely states,"Balwan, Princely state of",INP,No
India,India,India - Princely states,"Banswara, Princely state of",INP,No
India,India,India - Princely states,"Baria, Princely state of",INP,No
India,India,India - Princely states,"Baroda, Princely state of",INP,No
India,India,India - Princely states,"Bharatpur, Princely state of",INP,No
India,India,India - Princely states,"Bhavnagar, Princely state of",INP,No
India,India,India - Princely states,"Bhopal, Princely state of",INP,No
India,India,India - Princely states,"Bikanir, Princely state of",INP,No
India,India,India - Princely states,"Bindraban, Princely state of",INP,No
India,India,India - Princely states,"Broach, Princely state of",INP,No
India,India,India - Princely states,"Bundi, Princely state of",INP,No
India,India,India - Princely states,"Cambay, Princely state of",INP,No
India,India,India - Princely states,"Chamba, Princely state of",INP,No
India,India,India - Princely states,"Chhatarpur, Princely state of",INP,No
India,India,India - Princely states,"Chhota-Udaipur, Princely state of",INP,No
India,India,India - Princely states,"Chuda, Princely state of",INP,No
India,India,India - Princely states,"Coorg, Kingdom of",INP,No
India,India,India - Princely states,"Datia, Princely state of",INP,No
India,India,India - Princely states,"Dewas, Princely state of",INP,No
India,India,India - Princely states,"Dhar, Princely state of",INP,No
India,India,India - Princely states,"Dholpur, Princely State of",INP,No
India,India,India - Princely states,"Dungarpur, Princely state of",INP,No
India,India,India - Princely states,"Farrukhabad, Princely state of",INP,No
India,India,India - Princely states,"Garhwal, Princely state of",INP,No
India,India,India - Princely states,"Gwalior, Princely state of",INP,No
India,India,India - Princely states,"Hyderabad, Princely state of",INP,No
India,India,India - Princely states,Hyderabad-Elichpur Feudatory,INP,No
India,India,India - Princely states,"Indergadh, Princely state of",INP,No
India,India,India - Princely states,"Indore, Princely state of",INP,No
India,India,India - Princely states,Indore-Sironj Feudatory,INP,No
India,India,India - Princely states,"Jaipur, Princely state of",INP,No
India,India,India - Princely states,"Jaisalmer, Princely state of",INP,No
India,India,India - Princely states,"Jammu and Kashmir, Princely State of",INP,No
India,India,India - Princely states,"Janjira, Princely state of",INP,No
India,India,India - Princely states,"Jaora, Princely state of",INP,No
India,India,India - Princely states,"Jaunpur, Sultanate of",INP,No
India,India,India - Princely states,"Jhabua, Princely state of",INP,No
India,India,India - Princely states,"Jhalawar, Princely state of",INP,No
India,India,India - Princely states,"Jodhpur, Princely state of",INP,No
India,India,India - Princely states,Jodhpur-Kuchaman Feudatory,INP,No
India,India,India - Princely states,"Junagadh, Princely state of",INP,No
India,India,India - Princely states,"Kaithal, Princely state of",INP,No
India,India,India - Princely states,"Kalat, Princely state of",INP,No
India,India,India - Princely states,"Karauli, Princely state of",INP,No
India,India,India - Princely states,"Kishangarh, Princely state of",INP,No
India,India,India - Princely states,"Kolhapur, Princely state of",INP,No
India,India,India - Princely states,"Kotah, Princely state of",INP,No
India,India,India - Princely states,"Kutch, Princely state of",INP,No
India,India,India - Princely states,"Lunavada, Princely state of",INP,No
India,India,India - Princely states,"Makrai, Princely state of",INP,No
India,India,India - Princely states,"Malerkotla, Princely state of",INP,No
India,India,India - Princely states,Mamluk Slave dynasty,INP,No
India,India,India - Princely states,"Mangrol, Princely state of",INP,No
India,India,India - Princely states,"Manipur, Princely state of",INP,No
India,India,India - Princely states,Maratha Empire,INP,No
India,India,India - Princely states,"Mengani, Princely state of",INP,No
India,India,India - Princely states,"Mewar, Princely state of",INP,No
India,India,India - Princely states,"Muli, Princely state of",INP,No
India,India,India - Princely states,"Multan, Emirate of",INP,No
India,India,India - Princely states,"Mysore, Kingdom of",INP,No
India,India,India - Princely states,"Mysore, Princely state of",INP,No
India,India,India - Princely states,"Narwar, Princely state of",INP,No
India,India,India - Princely states,"Nawanagar, Princely state of",INP,No
India,India,India - Princely states,"Orchha, Princely state of",INP,No
India,India,India - Princely states,Pala Empire,INP,No
India,India,India - Princely states,"Palitana, Princely state of",INP,No
India,India,India - Princely states,"Panna, Princely state of",INP,No
India,India,India - Princely states,Paramara Dynasty,INP,No
India,India,India - Princely states,"Patiala, Princely state of",INP,No
India,India,India - Princely states,"Porbandar, Princely state of",INP,No
India,India,India - Princely states,"Pratabgarh, Princely state of",INP,No
India,India,India - Princely states,"Pudukkottai, Princely state of",INP,No
India,India,India - Princely states,"Radhanpur, Princely state of",INP,No
India,India,India - Princely states,"Rajkot, Princely state of",INP,No
India,India,India - Princely states,Rajput Dynasties,INP,No
India,India,India - Princely states,"Ramanathapuram, Princely state of",INP,No
India,India,India - Princely states,"Ramgarh, Princely state of",INP,No
India,India,India - Princely states,"Rampur, Princely state of",INP,No
India,India,India - Princely states,"Ratlam, Princely state of",INP,No
India,India,India - Princely states,"Rewa, Princely state of",INP,No
India,India,India - Princely states,"Rohilkhand, Princely state of",INP,No
India,India,India - Princely states,"Sailana, Princely state of",INP,No
India,India,India - Princely states,"Sayala, Princely state of",INP,No
India,India,India - Princely states,"Sikh, Empire of",INP,No
India,India,India - Princely states,Sindh Kingdom,INP,No
India,India,India - Princely states,"Sitamau, Princely state of",INP,No
India,India,India - Princely states,"Sivaganga, Princely state of",INP,No
India,India,India - Princely states,"Thanjavur-Maratha, Kingdom of",INP,No
India,India,India - Princely states,Tinnevelly,INP,No
India,India,India - Princely states,"Tonk, Princely state of",INP,No
India,India,India - Princely states,"Tripura, Princely state of",INP,No
India,India,India - Princely states,"Vithalgadh, Princely state of",INP,No
India,India,India - Princely states,Western Ganga Dynasty,INP,No
India,India,India - Princely states,Yadava Dynasty,INP,No
India,India,"India, British",Bengal Presidency,INB,No
India,India,"India, British",Bombay Presidency,INB,No
India,India,"India, British",India - British,INB,No
India,India,"India, British","India, British",INB,No
India,India,"India, British",Madras Presidency,INB,No
India,India,North-Eastern Dynasties,"Arakan, Kingdom of",NED,No
India,India,North-Eastern Dynasties,"Assam, Kingdom of",NED,No
India,India,North-Eastern Dynasties,"Cooch-Behar, Kingdom of",NED,No
India,India,Northern Dynasties,Chauhan Dynasty,NOD,No
India,India,Northern Dynasties,Gadhaiya,NOD,No
India,India,Northern Dynasties,Gurjuras Confederacy,NOD,No
